product_id,original_id,name,brand,gender,master_category,sub_category,article_type,base_color,season,year,usage,image_url,price,stock,rating,review_count
PROD-46531,46531,Timen Women Silver Toned Dial Watch T2N150,Timen,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Timen-Women-Silver-Toned-Dial-Watch-T2N150_42aca4d5dadab2658bfc7374d4bc3eb7_images.jpg,285.96,38,4.4,162
PROD-34111,34111,Doodle Girls Striped Navy Blue Top,Doodle,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/91bfde5c15c1f69dcbf3877ddc16bf82_images.jpg,54.68,14,4.0,238
PROD-17393,17393,Reid & Taylor Men Stripes Black Socks,Reid,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/22e37c14661c7dbb5e7dd7578ee36045_images.jpg,32.17,13,4.0,74
PROD-50454,50454,Chromozome Men Navy Blue Briefs,Chromozome,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-Navy-Blue-Briefs_1d649ef53c867780873f7a94fa064f88_images.jpg,55.95,46,4.9,57
PROD-55314,55314,Smartoe Men Pack of 3 Socks,Smartoe,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Smart-Toe-Men-3-Pair-Of-Socks_5a1c3bfc3a93d005031074e9e974562b_images.jpg,45.48,38,4.3,304
PROD-3084,3084,Probase Men's Cartoon Red T-shirt,Probase,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/7d9629a344748d1f54fcc5fc447a0760_images.jpg,46.07,35,3.8,137
PROD-43271,43271,Murcia Women Black Handbag,Murcia,Women,Accessories,Bags,Handbags,Black,Spring,2013,Casual,https://assets.myntassets.com/v1/images/style/properties/ed7830e1c19a26f1ae3b918cd6f1bd7c_images.jpg,92.62,47,3.7,246
PROD-30783,30783,Fabindia Men Striped Cream Kurta,Fabindia,Men,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/678dc8e7fef07f1ea3fbb053d91df9d4_images.jpg,51.16,45,4.6,305
PROD-2156,2156,Basics Men Navy Polo T-shirt,Basics,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/847ff4c9921772fb534486806f4d2ac3_images.jpg,23.48,42,4.2,313
PROD-27734,27734,Murcia Women Brown Handbag,Murcia,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/d5c59f25a670e2a69b9021987ca5c407_images.jpg,164.1,31,4.4,80
PROD-13501,13501,Chimp Men Daku Mentatry White Tshirts,Chimp,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/5a6a2a343a4b6c225f48028c86780fc4_images.jpg,23.65,7,4.5,298
PROD-7424,7424,W Women U Neck Short Sleeve Lavender Green Kurta,W,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,https://assets.myntassets.com/v1/images/style/properties/2f6f1fd69ee37e653f762865a066252a_images.jpg,35.63,47,4.0,291
PROD-19807,19807,U.S. Polo Assn. Men Solid White Tshirt,U.s.,Men,Apparel,Topwear,Tshirts,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/5b06bfc4e1fc821b4713022b27a76545_images.jpg,60.7,0,3.9,289
PROD-46703,46703,Rasasi Women Vanity Perfume,Rasasi,Women,Personal Care,Fragrance,Perfume And Body Mist,Pink,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/68313a2afc833e9208a364a83f9797e6_images.jpg,70.94,17,4.6,45
PROD-16073,16073,Belkin Unisex Move Toploader Black Laptop Bag,Belkin,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/0c31e1e6b7f042ec29d02cd4b60ddb26_images.jpg,170.42,26,4.0,23
PROD-22246,22246,ID Men Green Casual Shoe,Id,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/4cfbc0233e25262f46da57d5c7602f88_images.jpg,99.15,16,4.5,198
PROD-50666,50666,Chromozome Men Black Fashion Lounge Pants S-5145,Chromozome,Men,Apparel,Loungewear And Nightwear,Lounge Pants,Black,Summer,2018,Sports,https://assets.myntassets.com/v1/images/style/properties/d32684dde97ec46a3d2be2d34d00e63d_images.jpg,31.53,32,4.6,291
PROD-34323,34323,Myntra Men Chase Red T-shirt,Myntra,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/2c0561ee106feaa2350ef6124d30353d_images.jpg,62.34,29,4.6,88
PROD-5373,5373,Quechua Women Forclaz 50 Jr 10 Pink Shoes,Quechua,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/ff73f579c0593f7a990a8628ba1d8a97_images.jpg,122.67,16,4.4,294
PROD-44054,44054,dunhill Men Deo,Dunhill,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/bea37b5afb1f5c4120843fcc2948e077_images.jpg,64.86,8,4.5,72
PROD-14724,14724,Scullers Unisex Casual Muffler Black Mufflers,Scullers,Unisex,Accessories,Mufflers,Mufflers,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/7f23666233333c255318be45cd9e1640_images.jpg,17.46,34,4.2,257
PROD-20511,20511,Baggit Women Roxy Net Black Handbag,Baggit,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/66b4d431ea8cb8520a97b16170b44d80_images.jpg,46.17,8,4.5,222
PROD-52131,52131,Doodle Girls Blue Printed Dress,Doodle,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Blue-Printed-Dress_d8d2067641e308fdfeb691f73e63aed3_images.jpg,39.42,7,3.7,173
PROD-45186,45186,CASIO ENTICER Women White Dial Analogue Watch A634,Casio,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/d3d5300836226f4919dbd8aca4a6a23a_images.jpg,120.72,38,3.9,59
PROD-36474,36474,Aurelia Women Dobby Red Kurta,Aurelia,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/32ea3851a744653b39c56d544a4917c3_images.jpg,40.25,27,4.5,307
PROD-57443,57443,Angry Birds Women Blue T-shirt,Angry,Women,Apparel,Topwear,Tshirts,Blue,Summer,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-Blue-Top_4d37fbcc4db353c6d259eba87e5a12d7_images.jpg,61.07,9,4.4,260
PROD-10384,10384,Puma Women Fluctuation Stones 159 Blue Watch,Puma,Women,Accessories,Watches,Watches,Purple,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/64d1d30da1c880fa83a23e0893433e50_images.jpg,171.46,48,3.9,215
PROD-44868,44868,Puma Men Black Graphic T-shirt,Puma,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/5b424ba82f0f75c25c35949b6991c373_images.jpg,39.68,40,4.9,180
PROD-33106,33106,Catwalk Women Blue Flats,Catwalk,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/f4d163e177d352f202ad216483907ecb_images.jpg,50.16,28,4.3,299
PROD-25063,25063,Lino Perros Men Formal Navy Blue/Red Accessory Gift Set,Lino,Men,Accessories,Accessories,Accessory Gift Set,Navy Blue,Winter,2015,Formal,https://assets.myntassets.com/v1/images/style/properties/aca5133dbf559a5ffdfc2e582c2a458f_images.jpg,54.95,33,4.3,52
PROD-11256,11256,Puma Men Black Printed Shield T-shirt,Puma,Men,Apparel,Topwear,Tshirts,Black,Summer,2013,Casual,https://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-Printed-Shield-T-shirt_5e95966e2816d3050e46a098fb357879_images.jpg,45.41,45,4.6,39
PROD-56591,56591,Streetwear Hi Lite Eye Shadow,Streetwear,Women,Personal Care,Eyes,Eyeshadow,Bronze,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/Streetwear-Hi-Lite-Eye-Shadow_e9976158771bf4c479edfd4b8e694f94_images.jpg,72.09,41,4.1,202
PROD-43615,43615,Vero Moda Women White Tunic,Vero Moda,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/2470a607b477b012ce3fbe1a6b8e7883_images.jpg,65.96,35,4.8,263
PROD-27350,27350,Tantra Women Hippy Purple T-shirt,Tantra,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/b5c17274f82f7b24140ec44fbd8aac18_images.jpg,52.48,32,4.0,272
PROD-13165,13165,Skechers Men Reliance Silver Sports Shoes,Skechers,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/5d5852d547488c361268181b35bb2883_images.jpg,128.06,29,4.4,248
PROD-26282,26282,Proline Men Cream-Coloured Printed T-shirt,Proline,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/3c0637d725a177524805f5547452e850_images.jpg,45.67,47,4.5,310
PROD-31235,31235,Puma Men Fine Striped Polo Blue T-shirt,Puma,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/562342ded8aee7b2985d87fecd1efef2_images.jpg,31.22,36,3.8,95
PROD-28318,28318,Red Tape Men Brown Shoes,Red Tape,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,https://assets.myntassets.com/v1/images/style/properties/464d9114552fe6506bf8091bc5eb8df6_images.jpg,95.09,36,3.8,89
PROD-50202,50202,Stoln Women Green Sunglasses,Stoln,Women,Accessories,Eyewear,Sunglasses,Green,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/d2acc783ebb1e3c5e19fc150966fb9f0_images.jpg,39.23,47,4.3,247
PROD-6192,6192,UCB Men's Lion Logo White T-shirt,UCB,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/a52069620e30ddf10dfc8cf3a3af0379_images.jpg,61.1,38,4.9,286
PROD-13959,13959,Jealous 21 Women Stripes Grey Tops,Jealous,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/1b8d0d9734b291fc1011db84ef4c3863_images.jpg,42.64,0,4.6,26
PROD-34747,34747,Puma Women Soleil Cat White Shoes,Puma,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/d50d4d2713962bc591c816c5306a0d5e_images.jpg,218.49,21,4.7,284
PROD-7040,7040,Numero Uno Men's Navy Blue Shoe,Numero,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/43d53c48edd8bb711fd64348071d8ebe_images.jpg,125.73,22,4.7,227
PROD-35695,35695,Nike Men Sweet Classic Leather Black Shoes,Nike,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/ea754021d661d335678ebd2e76280e83_images.jpg,83.55,27,4.5,48
PROD-46367,46367,Locomotive Men Blue and Grey Check Shirt,Locomotive,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/b531ae5017b75e49c6fa910dc167a993_images.jpg,30.15,36,4.2,217
PROD-16417,16417,Levis Men Stripes Yellow Tshirt,Levis,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/6c10e9cfe2567056bbc3c404feea0497_images.jpg,42.07,20,4.5,222
PROD-8834,8834,Scullers Men Scul Brown Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011,Formal,https://assets.myntassets.com/v1/images/style/properties/0076a60bc9796a82f4d2f72e5b376d05_images.jpg,51.92,3,3.7,33
PROD-22622,22622,Nike Men Red Polo T-shirt,Nike,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/5aacbd097b6effcc336d380c617c22f6_images.jpg,69.05,46,4.6,139
PROD-39864,39864,Gini and Jony Boys Polo Red T-Shirt,Gini,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/142c5c2595bb94afad325cc6d756608b_images.jpg,45.17,16,4.0,159
PROD-52555,52555,Pepe Jeans Women Blue Jeans,Pepe,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/55c19d267774f4a8ffc1843e9823722f_images.jpg,50.25,22,3.7,147
PROD-15292,15292,ADIDAS Originals Unisex ST SW Bag Olive Backpacks,Adidas,Unisex,Accessories,Bags,Backpacks,Olive,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/723034d0277bf2c0cade3c1f7be3a527_images.jpg,72.51,12,4.0,244
PROD-5717,5717,Basics Men Grey & White Striped T-shirt,Basics,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/c65a6d9d9b65f1b88bc808eaa11698d1_images.jpg,51.99,8,4.9,216
PROD-14340,14340,Nike Women Pink Snapper Flip Flops,Nike,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/034d0f987c332c9bbcf417639d76eeff_images.jpg,106.59,11,4.1,193
PROD-53487,53487,Amante White Sports Bra BCST11,Amante,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual,https://assets.myntassets.com/v1/images/style/properties/Amante-Women-AmanteWomensWHITEBriefs-White-Briefs_142eb2c21b51ce1e02699d74bfb62c90_images.jpg,21.3,29,4.4,301
PROD-20175,20175,Wrangler Men Vintage Khaki Shirt,Wrangler,Men,Apparel,Topwear,Shirts,Khaki,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/c75521a1cf0e87c46272c0df36b411ad_images.jpg,60.02,9,3.7,217
PROD-59981,59981,Avirate  Black & Purple Women Dress,Avirate,Women,Apparel,Dress,Dresses,Black,Fall,2012,Party,https://assets.myntassets.com/v1/images/style/properties/Avirate-Black---Purple-Women-Dress_b4f095c7a423d170e39cf78f1e9f4351_images.jpg,23.32,14,4.5,21
PROD-39058,39058,Belmonte Men Steel Button Covers,Belmonte,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2012,Formal,https://assets.myntassets.com/v1/images/style/properties/Belmonte-Men-Steel-Button-Covers_381583e61b77be7a0d310b173e7bc72f_images.jpg,50.24,8,3.8,99
PROD-11632,11632,United Colors of Benetton Men Black Striped Shirt,United Colors Of Benetton,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/53e265d96ffe0b5a83362f6d23355f55_images.jpg,48.61,11,4.3,99
PROD-57027,57027,Jockey MC Men White Brief 8033,Jockey,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Brief_943b00010caa2be948f851fa2a468a1e_images.jpg,41.53,32,4.3,302
PROD-58853,58853,Hakashi Men Black Cufflinks,Hakashi,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Black-Cufflinks_c2854e83adb6819c15cb04f5607756a9_images.jpg,17.34,33,4.0,201
PROD-33562,33562,Wrangler Women Big Rodeo Pink T-shirt,Wrangler,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/588082a31135015bbf1d130a5be6a620_images.jpg,54.12,19,4.7,156
PROD-20949,20949,ADIDAS Women Vines Yellow Flip Flops,Adidas,Women,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/91043446ceb958775a65256a6636e864_images.jpg,191.3,41,4.0,90
PROD-36222,36222,Nike Men T90 Shoot IV HG-B Grey Sports Shoes,Nike,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,https://assets.myntassets.com/v1/images/style/properties/b994791484eed1bcd7613789c80ef37a_images.jpg,105.22,11,4.3,108
PROD-21295,21295,Celine Dion Women Metalic Frame Sunglasses,Celine,Women,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/70d167517a6bbb292b25d93919581ac6_images.jpg,77.34,48,3.7,76
PROD-52767,52767,Fiorelli Women White Leather Handbag,Fiorelli,Women,Accessories,Bags,Handbags,White,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/41d9576ccd1fe25f65e9f6a5615afd8e_images.jpg,168.85,36,4.3,188
PROD-20347,20347,Scullers For Her Women Solid Black Sweater,Scullers,Women,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/245d23195d9c2c9f60a440c68dd4b822_images.jpg,29.54,17,4.2,46
PROD-5525,5525,Reebok Men's Soqua Red Shoe,Reebok,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/ef8e0be02c88cf0b5c39116fca20806d_images.jpg,108.52,0,4.6,6
PROD-25635,25635,Fastrack Women White Casual Watch,Fastrack,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/d5f9ed35af42aec45909cb99b1ba3c47_images.jpg,166.03,15,4.6,84
PROD-33750,33750,Vero Moda Women Red Tunic,Vero Moda,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/d388451bd9264af7c4c8e9f3366d4c60_images.jpg,27.1,11,4.3,78
PROD-57215,57215,Kraus Jeans Women Beige Shorts,Kraus,Women,Apparel,Bottomwear,Shorts,Beige,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Beige-Shorts_6702968b0affeaa8736c55869ac28ebe_images.jpg,65.91,48,4.6,199
PROD-54490,54490,Lino Perros Women Beige Handbag,Lino,Women,Accessories,Bags,Handbags,Beige,Summer,2010,Casual,https://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Beige-Sling-Bag_189343c757eb1a017137bf71a7004e9b_images.jpg,87.88,42,4.3,244
PROD-13357,13357,Timberland Men Jeunes Black Casual Shoes,Timberland,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/dd29d5cbe967a79c0c22f9e0ebab5303_images.jpg,215.0,26,4.1,22
PROD-2700,2700,Disney Kids Girl's White Kidswear,Disney,Girls,Apparel,Topwear,Tops,White,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/d2c388bcd6a795e0d0cea56392d352a6_images.jpg,66.85,7,4.4,165
PROD-12285,12285,Genesis Men Solid Black Trousers,Genesis,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,https://assets.myntassets.com/v1/images/style/properties/b34240924498c963d23eb3d4db534ca8_images.jpg,62.88,9,4.4,159
PROD-55542,55542,Revlon Black Color Stay Pen Eyeliner,Revlon,Women,Personal Care,Makeup,Kajal And Eyeliner,Black,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/Revlon-Black-Color-Stay-Pen-Eyeliner_d0f6296f331c22b060e0eb77f9d4fc32_images.jpg,63.3,42,4.7,205
PROD-47087,47087,Marvel Boys Yellow Flip Flops,Marvel,Boys,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/29f73f1d2140164e2d8c245cc1190e12_images.jpg,191.17,19,4.2,311
PROD-34575,34575,Tonga Women Cream-Coloured Top,Tonga,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/5124a8d79b339ccfa0e27c32479b782a_images.jpg,26.04,0,4.4,161
PROD-50030,50030,Hanes Men Black Relaxed Sports Pants,Hanes,Men,Apparel,Loungewear And Nightwear,Lounge Pants,Black,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/9f13049aa27645818ed10a06b8b8da52_images.jpg,36.16,18,4.1,266
PROD-16625,16625,Facit Men Smart Red Tshirt,Facit,Men,Apparel,Topwear,Tshirts,Red,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/c0dd3f9ae2f72fe4e192aead9620269b_images.jpg,50.96,7,4.0,39
PROD-49921,49921,Fabindia Grey Tie & Dye Ghicha Striped Saree,Fabindia,Women,Apparel,Saree,Sarees,Grey,Fall,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/Fabindia-Women-Grey-Sari_daf014de1b3dc38f1d7b60af049f5f4d_images.jpg,56.7,18,3.9,34
PROD-7272,7272,Batman Men's Pose Royal Blue Rays T-shirt,Batman,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/45f83c3c08662c9e76e46866a47d3d6b_images.jpg,49.9,0,4.3,49
PROD-46155,46155,Adrika Women Cream & Brown Necklace,Adrika,Women,Accessories,Jewellery,Necklace And Chains,Cream,Fall,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/56665359d7658d82a74e354aacc001f8_images.jpg,112.97,40,4.4,249
PROD-23562,23562,Police Pure Women Perfume,Police,Women,Personal Care,Fragrance,Perfume And Body Mist,Cream,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/80e79f0eaff10404b3410978923eaf5d_images.jpg,48.65,23,4.7,123
PROD-48853,48853,Lucera Women Silver Pendant with Chain,Lucera,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/4964ec322f72e5de94a41eb37e87c5e5_images.jpg,81.04,14,4.9,6
PROD-17757,17757,Buckaroo Men New Gemma Brown Casual Shoe,Buckaroo,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/bd09c374ad4aad53f5eacb28f3ce1c6d_images.jpg,56.72,45,4.5,143
PROD-30949,30949,Fabindia Women Purple Cambric Top,Fabindia,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/00bd8a593a104e8acfbd4b14bf069466_images.jpg,51.49,37,4.1,65
PROD-47027,47027,Shree Women Blue Printed Kurta,Shree,Women,Apparel,Topwear,Kurtas,Purple,Fall,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/ea27d2fbd2cd364bcdeb4f1a2d9a2abe_images.jpg,61.61,5,3.7,91
PROD-6300,6300,UCB Women's Epaulettes Sleeve Green T-shirt,UCB,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/fabee33dc6cf62f65c1fb4bda45b2e0c_images.jpg,50.76,41,4.6,60
PROD-35407,35407,Enroute Men Black Formal Shoes,Enroute,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal,https://assets.myntassets.com/v1/images/style/properties/3334ded4df317e790de90c2d997a3413_images.jpg,175.87,43,4.7,205
PROD-51142,51142,Parx Men White Socks,Parx,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/df1f74147b0baa866e02f4c6d9de5740_images.jpg,16.54,42,3.7,295
PROD-49981,49981,Hanes Men Khaki Innerwear Vest,Hanes,Men,Apparel,Innerwear,Innerwear Vests,Khaki,Summer,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/29fae96d7b99ee5c44901f2d0798b073_images.jpg,39.28,48,4.8,214
PROD-43487,43487,French Connection Men Navy Blue Check Shirt,French,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/77c7ce32342784fd1706feaecaffd9bd_images.jpg,48.2,30,3.9,79
PROD-9348,9348,Puma Men Bermudas Navy Blue Shorts,Puma,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/d19a0276c4c2f73de3d1df43c2659ca6_images.jpg,20.97,15,4.7,281
PROD-12225,12225,Basics Men Pack of 3 T-shirts,Basics,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013,Casual,https://assets.myntassets.com/v1/images/style/properties/82a7fb52d7692e6d8fef28e9e67d419a_images.jpg,54.31,13,4.0,131
PROD-26010,26010,Tous In Heaven Men Perfume,Tous,Men,Personal Care,Fragrance,Perfume And Body Mist,Black,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/4e07247c56c9d2dc8f8297029f82118a_images.jpg,73.92,23,4.0,240
PROD-3672,3672,Fila Men's Speed Up Black Silver Shoe,Fila,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/d6ea31647e4dc8ce0094c849aa95743d_images.jpg,107.73,18,4.3,96
PROD-42555,42555,Mother Earth Women Purple Kurta,Mother,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,https://assets.myntassets.com/v1/images/style/properties/14da55155db2fd470eb8d56442122fa6_images.jpg,60.0,16,4.0,203
PROD-29864,29864,Mayhem Men Sunglasses 1025-204,Mayhem,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,https://assets.myntassets.com/v1/images/style/properties/92d4a51b082a077170439a3a205a1978_images.jpg,50.86,49,4.6,312
PROD-32622,32622,Nike Men Miler Singlet Black T-shirt,Nike,Men,Apparel,Topwear,Tshirts,Black,Fall,2012,Sports,https://assets.myntassets.com/v1/images/style/properties/37b983bb4f2c93b44ad7ed9f2814600d_images.jpg,21.19,18,4.5,146
PROD-56367,56367,Police Men Moving Out 50 ml Perfume,Police,Men,Personal Care,Fragrance,Perfume And Body Mist,Green,Spring,2017,Casual,https://assets.myntassets.com/v1/images/style/properties/Police-Men-Moving-Out-50-ml-Perfume_08c78d42f9c50536a0ffecce4c04c856_images.jpg,26.47,8,4.8,33
PROD-10572,10572,Puma Men Knitted Red Sweaters,Puma,Men,Apparel,Topwear,Sweaters,Red,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/18e9fd2f1f89eabf56d99d5145ed7a54_images.jpg,29.98,6,4.0,62
PROD-38318,38318,Puma Women Core Beach Beige Bag,Puma,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,https://assets.myntassets.com/v1/images/style/properties/7249adc2276257875c61da71124c850c_images.jpg,67.97,41,4.4,17
PROD-21235,21235,Highlander Men Red Check Shirt,Highlander,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,https://assets.myntassets.com/v1/images/style/properties/623a3a7321ca6a64d8216e01013df34a_images.jpg,48.53,33,4.0,213
PROD-15000,15000,ADIDAS Men Solid White Tshirts,Adidas,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,https://assets.myntassets.com/v1/images/style/properties/2c004743c8a9ee4a425977cd412a6d67_images.jpg,54.49,19,4.5,154
